0.0014186	0.02
0.0110501	0.04
0.0103298	0.06
0.0090142	0.08
0.0097163	0.1
0.0122779	0.12
0.0145209	0.14
0.0130875	0.16
0.0112556	0.18
0.0086948	0.2
0.0086765	0.22
0.0133696	0.24
0.017932	0.26
0.0197425	0.28
0.0165646	0.3
0.0147041	0.32
0.0110495	0.34
0.0083573	0.36
0.0042523	0.38
0.0066819	0.4
0.0133078	0.42
0.0194249	0.44
0.0199366	0.46
0.0066844	0.48
-0.0030954	0.5
-0.0143676	0.52
0.0049926	0.54
0.0130743	0.56
0.0146728	0.58
0.0206511	0.6
0.0265171	0.62
0.0331589	0.64
0.0311817	0.66
0.0175872	0.68
0.0201272	0.7
0.0166099	0.72
0.0167523	0.74
0.0067861	0.76
-0.0025414	0.78
-0.0153095	0.8
-0.0240884	0.82
-0.0257276	0.84
-0.0342896	0.86
-0.0472561	0.88
-0.0501296	0.9
-0.0426853	0.92
-0.0366461	0.94
-0.0276387	0.960000000000001
-0.0239442	0.98
-0.0346128	1
-0.0420148	1.02
-0.0540245	1.04
-0.0651839	1.06
-0.0746135	1.08
-0.0664672	1.1
-0.0610994	1.12
-0.0407507	1.14
-0.0407638	1.16
-0.0064355	1.18
0.0524818	1.2
0.0802734	1.22
0.0615024	1.24
0.0494024	1.26
0.0255326	1.28
0.006036	1.3
-0.0136967	1.32
-0.0314244	1.34
-0.0508933	1.36
-0.0723684	1.38
-0.1014539	1.4
-0.1242573	1.42
-0.1559302	1.44
-0.1477827	1.46
-0.1177516	1.48
-0.0953731	1.5
-0.0909274	1.52
-0.0944614	1.54
-0.0855826	1.56
-0.0919129	1.58
-0.1012216	1.6
-0.1232348	1.62
-0.0334076	1.64
0.1503927	1.66
0.2107082	1.68
0.2028692	1.7
0.2074561	1.72
0.1852164	1.74
0.1759098	1.76
0.1786947	1.78
0.1787172	1.8
0.1840357	1.82
0.1662097	1.84
0.1373092	1.86
0.11089	1.88
0.0796999	1.9
0.0437868	1.92
0.0016925	1.94
-0.0366617	1.96
-0.0800731	1.98
-0.1186717	2
-0.1629881	2.02
-0.1998609	2.04
-0.2459541	2.06
-0.2782984	2.08
-0.3095456	2.1
-0.326298	2.12
-0.3484323	2.14
-0.2877019	2.16
-0.2370023	2.18
0.1221476	2.2
0.2419316	2.22
0.1672571	2.24
0.1902219	2.26
0.1116361	2.28
0.076753	2.3
0.017673	2.32
-0.0115473	2.34
-0.0543279	2.36
-0.091282	2.38
-0.1208984	2.4
-0.1791272	2.42
-0.0587505	2.44
0.2682439	2.46
0.1577969	2.48
0.1762837	2.5
0.1031689	2.52
0.0590237	2.54
-0.0241638	2.56
0.0683487	2.58
0.2019298	2.6
0.1673772	2.62
0.1718449	2.64
0.1510698	2.66
0.1255685	2.68
0.1020864	2.7
0.0765982	2.72
0.0532955	2.74
0.0276077	2.76
0.0044758	2.78
-0.0191574	2.8
0.0096413	2.82
0.0441028	2.84
0.0854477	2.86
0.0969668	2.88
0.0730331	2.9
0.0611187	2.92
0.034058	2.94
0.0110624	2.96
-0.0188799	2.98
-0.0427922	3
-0.0685793	3.02
0.0098645	3.04
0.0379573	3.06
0.0040684	3.08
-0.0011031	3.1
-0.0351067	3.12
-0.0575933	3.14
-0.0900616	3.16
-0.115184	3.18
-0.1389618	3.2
-0.022325	3.22
-0.024545	3.24
-0.0696112	3.26
-0.0702671	3.28
-0.134361	3.3
-0.1379336	3.32
-0.2080005	3.34
0.0948973	3.36
0.1333285	3.38
0.0705179	3.4
0.0557209	3.42
-0.0073197	3.44
-0.0688036	3.46
0.1087756	3.48
0.1517808	3.5
0.1091914	3.52
0.1185132	3.54
0.0777257	3.56
0.0570298	3.58
0.0218987	3.6
0.0128045	3.62
0.068699	3.64
0.0330526	3.66
0.0343524	3.68
0.0111501	3.7
-0.0017653	3.72
-0.030523	3.74
-0.0497618	3.76
-0.061965	3.78
-0.0226738	3.8
0.0032715	3.82
0.0249704	3.84
-0.0078499	3.86
-0.0214908	3.88
-0.0579101	3.9
-0.0841822	3.92
-0.1229706	3.94
-0.1507465	3.96
-0.1770955	3.98
-0.0429767	4
-0.0029593	4.02
-0.0264298	4.04
-0.0298436	4.06
0.0055803	4.08
0.0149472	4.1
-0.0145717	4.12
-0.0210255	4.14
-0.0508904	4.16
-0.0657517	4.18
-0.0976215	4.2
-0.1150107	4.22
-0.1475293	4.24
-0.1661558	4.26
-0.1982942	4.28
-0.189268	4.3
-0.2022858	4.32
-0.180359	4.34
-0.1275042	4.36
0.1230477	4.37999999999999
0.0552242	4.39999999999999
0.0391196	4.41999999999999
0.0317615	4.43999999999999
0.1140033	4.45999999999999
0.1693471	4.47999999999999
0.2512468	4.49999999999999
0.2065215	4.51999999999999
0.1870829	4.53999999999999
0.134309	4.55999999999999
0.0979095	4.57999999999999
0.0331743	4.59999999999999
-0.0157076	4.61999999999999
-0.0832237	4.63999999999999
-0.1345381	4.65999999999999
-0.1853855	4.67999999999999
0.0058666	4.69999999999999
0.0172238	4.71999999999999
-0.0290433	4.73999999999999
-0.0455927	4.75999999999999
-0.1002453	4.77999999999999
-0.14522	4.79999999999999
-0.1889181	4.81999999999999
-0.2503962	4.83999999999999
-0.1718404	4.85999999999998
0.1407442	4.87999999999998
0.1018689	4.89999999999998
0.1110773	4.91999999999998
0.0924639	4.93999999999998
0.0477819	4.95999999999998
0.1274552	4.97999999999998
0.2152796	4.99999999999998
0.1649066	5.01999999999998
0.1725336	5.03999999999998
0.1331706	5.05999999999998
0.1133375	5.07999999999998
0.0788465	5.09999999999998
0.0520313	5.11999999999998
0.0554507	5.13999999999998
0.1223659	5.15999999999998
0.1233243	5.17999999999998
0.1181183	5.19999999999998
0.1167491	5.21999999999998
0.0731271	5.23999999999998
0.0556337	5.25999999999998
-0.0065174	5.27999999999998
0.0819664	5.29999999999998
0.1666726	5.31999999999997
0.087602	5.33999999999997
0.0980259	5.35999999999997
0.040429	5.37999999999997
0.0149405	5.39999999999997
-0.0325633	5.41999999999997
-0.0660783	5.43999999999997
-0.089292	5.45999999999997
-0.0481268	5.47999999999997
-0.0201584	5.49999999999997
0.0027219	5.51999999999997
-0.029795	5.53999999999997
-0.0453539	5.55999999999997
-0.0800612	5.57999999999997
-0.1053494	5.59999999999997
-0.1378766	5.61999999999997
-0.1637692	5.63999999999997
-0.1897959	5.65999999999997
-0.1305778	5.67999999999997
-0.0652509	5.69999999999997
-0.0207539	5.71999999999997
-0.0319785	5.73999999999997
-0.0380031	5.75999999999997
-0.0505356	5.77999999999997
-0.0239733	5.79999999999996
0.0085675	5.81999999999996
0.0171801	5.83999999999996
0.0114919	5.85999999999996
0.0233302	5.87999999999996
0.0252546	5.89999999999996
0.0160326	5.91999999999996
0.0069866	5.93999999999996
-0.015022	5.95999999999996
-0.0386925	5.97999999999996
-0.0590481	5.99999999999996
-0.0260428	6.01999999999996
0.0041479	6.03999999999996
0.0436364	6.05999999999996
0.013539	6.07999999999996
-0.009696	6.09999999999996
-0.0234935	6.11999999999996
0.0131637	6.13999999999996
0.0051478	6.15999999999996
-0.0081281	6.17999999999996
-0.0213961	6.19999999999996
-0.0387638	6.21999999999996
-0.0520217	6.23999999999996
-0.0160385	6.25999999999995
0.0033085	6.27999999999995
0.0113281	6.29999999999995
-0.0005095	6.31999999999995
-0.0077272	6.33999999999995
-0.0035706	6.35999999999995
0.0096462	6.37999999999995
0.0036887	6.39999999999995
0.0016087	6.41999999999995
-0.0039249	6.43999999999995
-0.0086909	6.45999999999995
0.0057377	6.47999999999995
0.0309648	6.49999999999995
0.0429772	6.51999999999995
0.0249015	6.53999999999995
0.0240387	6.55999999999995
0.0180396	6.57999999999995
0.0131246	6.59999999999995
0.0018545	6.61999999999995
-0.0206957	6.63999999999995
0.0110336	6.65999999999995
0.0093215	6.67999999999995
0.00346	6.69999999999995
0.010847	6.71999999999995
0.0113309	6.73999999999994
0.010095	6.75999999999994
0.0001811	6.77999999999994
-0.0073993	6.79999999999994
-0.0239599	6.81999999999994
-0.0362112	6.83999999999994
-0.0718456	6.85999999999994
-0.079462	6.87999999999994
-0.018784	6.89999999999994
0.0268536	6.91999999999994
0.012679	6.93999999999994
0.0043118	6.95999999999994
-0.0161968	6.97999999999994
-0.004945	6.99999999999994
0.0223176	7.01999999999994
0.0475719	7.03999999999994
0.0436882	7.05999999999994
0.0220074	7.07999999999994
0.0044281	7.09999999999994
-0.0161883	7.11999999999994
-0.0326219	7.13999999999994
-0.042712	7.15999999999994
-0.0125511	7.17999999999994
0.016342	7.19999999999993
0.0207639	7.21999999999993
0.0084009	7.23999999999993
0.0209558	7.25999999999993
0.0139551	7.27999999999993
0.00557	7.29999999999993
-0.005383	7.31999999999993
-0.0136638	7.33999999999993
-0.0271113	7.35999999999993
-0.0236261	7.37999999999993
-0.0080597	7.39999999999993
0.0008433	7.41999999999993
-0.0203793	7.43999999999993
-0.0443114	7.45999999999993
-0.0502179	7.47999999999993
-0.0195245	7.49999999999993
-0.0093767	7.51999999999993
0.0022725	7.53999999999993
0.0021467	7.55999999999993
-0.0053195	7.57999999999993
-0.0094555	7.59999999999993
-0.0259563	7.61999999999993
-0.0375329	7.63999999999993
-0.0535579	7.65999999999992
-0.0552086	7.67999999999992
-0.0433286	7.69999999999992
-0.0405511	7.71999999999992
-0.0570498	7.73999999999992
-0.0770969	7.75999999999992
-0.0372567	7.77999999999992
-0.0419051	7.79999999999992
-0.0099712	7.81999999999992
0.0208335	7.83999999999992
0.0253892	7.85999999999992
0.0413164	7.87999999999992
0.0421456	7.89999999999992
0.0479988	7.91999999999992
0.0441687	7.93999999999992
0.0466894	7.95999999999992
0.0057822	7.97999999999992
-0.0181069	7.99999999999992
0.0212129	8.01999999999992
0.0501659	8.03999999999992
0.0540356	8.05999999999992
0.0368783	8.07999999999992
0.0413419	8.09999999999992
0.0313648	8.11999999999992
0.0322693	8.13999999999992
0.0270412	8.15999999999992
0.0270673	8.17999999999991
0.0274628	8.19999999999991
0.0352073	8.21999999999991
0.0315022	8.23999999999991
0.022083	8.25999999999991
0.0079708	8.27999999999991
-0.0088827	8.29999999999991
-0.028638	8.31999999999991
-0.031639	8.33999999999991
-0.0364843	8.35999999999991
-0.0347885	8.37999999999991
-0.0365365	8.39999999999991
-0.0292234	8.41999999999991
-0.0310802	8.43999999999991
-0.0114121	8.45999999999991
-0.0218574	8.47999999999991
-0.0138561	8.49999999999991
-0.0391376	8.51999999999991
0.0878055	8.53999999999991
0.1375149	8.55999999999991
0.1368233	8.57999999999991
0.1380267	8.59999999999991
0.1216064	8.61999999999991
0.1062616	8.6399999999999
0.084582	8.6599999999999
0.066403	8.6799999999999
0.0452534	8.6999999999999
0.0262809	8.7199999999999
0.006089	8.7399999999999
0.0092854	8.7599999999999
0.0185538	8.7799999999999
0.0149904	8.7999999999999
-0.0086167	8.8199999999999
